LotArea,SalePrice,Rooms,HasGarage,NoiseFeature,Neighborhood,Condition,Description,SaleDate,ImagePath
5666,220435.74589534244,9,0,0.03905630269221133,B,Good,beautiful view central garage central quiet big kitchen modern garage sunny bright quiet,2003-12-09,house_images/img_1142.png
4170,148509.1261125274,7,1,0.7461709845642717,D,Good,quiet sunny garden garden garage big kitchen garden quiet renovated,2007-05-17,house_images/img_1143.png
1553,212618.08863934572,3,0,-1.0215171358638782,A,Fair,quiet modern bright garden quiet beautiful view central beautiful view garage bright,2014-12-05,house_images/img_1144.png
10544,253679.69652906046,3,0,-0.9133232441222866,D,Good,beautiful view quiet garden beautiful view spacious quiet sunny big kitchen garage renovated,2002-10-19,house_images/img_1145.png
7983,138644.19570250346,7,1,1.4645135502668567,B,Poor,cozy beautiful view bright near school near school,2005-07-30,house_images/img_1146.png
5371,399354.8615609948,5,1,2.1003632799853182,C,Fair,renovated near school renovated cozy modern,2018-01-19,house_images/img_1147.png
9505,182596.73741500961,6,1,-0.005419438626362428,D,Good,luxury luxury garage luxury luxury modern near school quiet,2001-07-18,house_images/img_1148.png
10098,208745.5958040146,8,1,1.7152660421517096,B,Poor,sunny cozy bright luxury modern beautiful view modern modern garden central quiet,2014-09-10,house_images/img_1149.png
6161,227058.30779822072,9,0,-0.7717746470135227,B,Excellent,cozy garden beautiful view bright quiet garage garden big kitchen luxury modern,2002-11-25,house_images/img_1150.png
9070,200946.36392903107,1,0,-0.5315858834859571,A,Fair,cozy bright sunny modern spacious big kitchen,2003-11-25,house_images/img_1151.png
5977,247575.34780482002,3,1,1.4574875117453714,B,Poor,quiet big kitchen central beautiful view central,2011-04-16,house_images/img_1152.png
5699,119536.06532775157,7,1,0.8041065286233584,C,Excellent,beautiful view modern spacious bright quiet garden beautiful view bright,2000-08-07,house_images/img_1153.png
4819,123111.91799306787,6,0,1.6064270979322581,C,Poor,luxury big kitchen modern beautiful view modern central near school garden near school near school luxury luxury,2001-02-09,house_images/img_1154.png
6986,93894.10498509274,7,0,0.4685557690590049,D,Good,bright bright garage quiet renovated,2004-06-25,house_images/img_1155.png
8630,202754.38823314288,8,1,-1.012546076514275,D,Good,sunny spacious cozy cozy garden cozy cozy quiet big kitchen,2016-02-20,house_images/img_1156.png
10637,240257.9103430982,6,1,0.22357735750267665,D,Excellent,beautiful view spacious garden garden spacious sunny,2006-05-07,house_images/img_1157.png
10272,204615.2024626756,3,1,1.2020025384680104,D,Good,modern luxury renovated sunny garage quiet bright renovated quiet spacious garage,2004-10-25,house_images/img_1158.png
148,375963.0764705335,2,0,-0.1327352026461722,C,Poor,modern near school garage sunny cozy spacious spacious renovated,2004-08-01,house_images/img_1159.png
8738,162300.03847854212,7,1,-0.2864335185057189,A,Excellent,bright modern sunny quiet sunny big kitchen,2002-03-02,house_images/img_1160.png
689,227378.39063578547,1,1,0.48385340296412244,D,Poor,cozy spacious renovated beautiful view central sunny big kitchen luxury bright cozy near school near school,2009-10-22,house_images/img_1161.png
2040,94291.80505512224,3,0,-0.5595062655451949,A,Poor,luxury big kitchen cozy central central spacious quiet beautiful view modern sunny,2013-11-06,house_images/img_1162.png
6803,134114.62835782766,4,0,0.2955004831135006,B,Poor,beautiful view quiet luxury modern cozy near school,2003-08-02,house_images/img_1163.png
876,230445.31744973265,1,0,0.06350146467145669,B,Good,bright central spacious luxury big kitchen modern spacious beautiful view spacious garden,2010-06-30,house_images/img_1164.png
8517,248836.4308494291,5,1,-0.4904144607484205,D,Good,quiet big kitchen modern modern spacious garden big kitchen cozy,2013-06-30,house_images/img_1165.png
8922,140507.55325990586,3,1,0.9807372318674138,B,Poor,big kitchen cozy cozy bright quiet renovated big kitchen,2012-01-30,house_images/img_1166.png
3540,157031.29160720637,2,0,0.6459879389507739,A,Fair,big kitchen sunny modern beautiful view spacious central sunny sunny cozy modern modern beautiful view,2014-10-30,house_images/img_1167.png
32,76195.91464536531,3,1,-0.3536705842866262,A,Poor,big kitchen quiet central bright modern garden beautiful view near school luxury garage,2017-09-29,house_images/img_1168.png
1691,136146.31058850474,8,1,-0.014961264940073526,B,Poor,spacious big kitchen bright spacious spacious central near school cozy spacious central,2003-08-23,house_images/img_1169.png
4797,254025.9184051213,6,1,-0.2712755998478369,D,Excellent,luxury near school quiet central central renovated big kitchen,2012-03-04,house_images/img_1170.png
19865,216989.1232627565,7,1,-0.6386476392429525,A,Poor,renovated luxury garage renovated sunny quiet near school quiet luxury spacious,2001-05-25,house_images/img_1171.png
4995,209050.8621043048,6,1,-1.6982696724070359,A,Good,garden garden garage big kitchen luxury luxury renovated,2007-01-16,house_images/img_1172.png
1504,166856.06667800836,6,0,-0.4838277443560723,C,Excellent,near school near school luxury sunny central sunny central renovated big kitchen sunny renovated,2010-10-04,house_images/img_1173.png
5025,163330.5890126355,3,0,-0.6240274983156228,D,Fair,garden central modern spacious bright cozy renovated,2001-05-06,house_images/img_1174.png
3882,116989.49580011498,8,0,0.11489070783535889,C,Excellent,central cozy luxury quiet sunny bright spacious luxury cozy luxury spacious garden,2016-07-02,house_images/img_1175.png
7567,230824.7884398527,7,1,0.44069880152824575,B,Fair,central big kitchen modern spacious cozy renovated,2004-06-05,house_images/img_1176.png
5650,200884.71638897172,7,1,-0.802184669802885,B,Excellent,garage modern bright bright modern quiet sunny renovated,2005-08-18,house_images/img_1177.png
7157,208148.99492377441,6,1,0.3734973617270054,C,Excellent,spacious renovated near school renovated bright,2004-02-29,house_images/img_1178.png
3896,125114.24747587362,5,0,-0.9562457828666749,D,Fair,spacious renovated sunny near school sunny,2004-05-02,house_images/img_1179.png
16483,55455.07652936895,8,1,-0.12529251563845517,A,Good,garage renovated sunny near school garage big kitchen garden,2018-05-10,house_images/img_1180.png
2091,281693.91591259104,5,0,-0.6024191006608333,B,Good,sunny big kitchen central luxury sunny bright luxury bright,2018-01-09,house_images/img_1181.png
5006,128101.8938586151,9,0,0.7461736380790437,D,Good,renovated modern spacious cozy cozy bright near school renovated garden,2004-04-24,house_images/img_1182.png
13443,105726.63405992881,9,1,0.11677309999459812,D,Excellent,renovated cozy quiet modern bright spacious sunny beautiful view luxury bright modern,2010-10-21,house_images/img_1183.png
540,230208.21384070194,1,1,-0.11016792583177916,B,Poor,central beautiful view modern cozy beautiful view renovated sunny sunny garden quiet,2018-12-27,house_images/img_1184.png
13841,133785.5842767627,6,0,-0.6252497601148851,B,Excellent,modern big kitchen near school quiet renovated garden garage garage garage cozy central garage,2004-10-27,house_images/img_1185.png
5821,276500.57846038905,7,0,-0.3288413083765391,D,Poor,big kitchen modern sunny bright cozy luxury central garden garden big kitchen,2005-06-14,house_images/img_1186.png
351,221572.0227569986,3,1,1.8290608123260512,A,Poor,central cozy cozy cozy spacious,2008-09-14,house_images/img_1187.png
1790,229070.4006249091,7,1,-0.501084120722546,C,Good,near school spacious modern big kitchen sunny bright bright,2014-09-08,house_images/img_1188.png
6157,82209.17101938427,7,0,0.47940691759648335,B,Poor,garage luxury bright renovated renovated beautiful view,2009-02-08,house_images/img_1189.png
348,298334.9097619532,2,1,-0.11264631688768885,C,Excellent,modern modern renovated central garage,2016-11-28,house_images/img_1190.png
4363,185465.7050715295,7,1,0.4508253145740378,D,Excellent,quiet quiet quiet quiet luxury luxury spacious big kitchen sunny,2002-11-12,house_images/img_1191.png
2122,135315.10251712514,1,1,0.8369758726932388,C,Good,garage luxury big kitchen cozy central garden spacious renovated sunny quiet beautiful view spacious,2007-12-02,house_images/img_1192.png
4849,174851.83439237621,5,1,-0.35397849332107656,A,Fair,renovated renovated luxury quiet luxury sunny sunny central bright cozy,2007-02-26,house_images/img_1193.png
234,66962.12121842412,9,1,0.709773426445123,D,Excellent,near school near school big kitchen garage beautiful view,2010-08-28,house_images/img_1194.png
10260,199651.05679995345,7,1,2.756639477005839,A,Poor,renovated big kitchen renovated sunny bright quiet near school quiet,2011-05-07,house_images/img_1195.png
18150,97276.64863613844,7,1,0.5675399941917048,D,Excellent,garden beautiful view renovated near school sunny modern spacious spacious cozy,2001-04-06,house_images/img_1196.png
17349,82757.08071059303,2,1,1.6135814645997961,A,Excellent,sunny big kitchen garden sunny quiet quiet modern quiet big kitchen cozy,2018-06-08,house_images/img_1197.png
6924,76025.22004293426,8,0,0.481046000106614,D,Excellent,near school garden near school near school garden cozy garage bright near school,2012-02-18,house_images/img_1198.png
696,283890.58746116137,3,0,-0.9319616221975062,A,Fair,garage renovated central central luxury beautiful view,2003-10-13,house_images/img_1199.png
7099,118820.38987803667,8,0,0.2756939972529835,D,Poor,bright garden spacious garden luxury garage beautiful view cozy cozy garage central bright,2003-02-19,house_images/img_1200.png
124,350411.6393999334,3,0,-0.33038379620993097,A,Good,garden garage near school modern bright spacious near school bright sunny,2009-08-16,house_images/img_1201.png
111,124504.76515276464,7,1,-0.5959406973175736,D,Excellent,sunny garage cozy renovated beautiful view beautiful view,2012-03-12,house_images/img_1202.png
1954,69308.37444252634,2,1,-0.07258521040228567,A,Poor,cozy garage garage luxury beautiful view cozy big kitchen near school garden,2017-10-07,house_images/img_1203.png
3353,93128.70871586539,4,0,-0.15475007872875218,B,Poor,beautiful view big kitchen central near school luxury near school modern,2000-07-11,house_images/img_1204.png
7357,301916.51266331814,6,1,-1.059924905792861,C,Good,renovated spacious central beautiful view garage garden,2015-02-26,house_images/img_1205.png
5748,150550.0567756957,9,1,2.7084615847197924,D,Excellent,garage quiet luxury beautiful view sunny renovated near school beautiful view garage,2015-01-18,house_images/img_1206.png
2952,123729.91345667084,5,0,0.8078709144721968,A,Fair,modern central quiet beautiful view big kitchen near school,2009-09-04,house_images/img_1207.png
1598,176311.76745518055,9,1,0.24439024584211475,B,Poor,luxury beautiful view quiet modern luxury garden modern central luxury,2002-01-25,house_images/img_1208.png
29257,209167.65116707972,5,1,0.08988011125097287,D,Good,big kitchen renovated garden beautiful view near school spacious near school garden modern luxury near school,2004-08-11,house_images/img_1209.png
2777,284560.0003781501,8,0,1.2023486196218962,D,Fair,renovated garden cozy bright central central,2006-11-30,house_images/img_1210.png
3001,335792.81104250695,1,0,2.0755703623094934,D,Poor,cozy garage cozy central beautiful view beautiful view garden big kitchen spacious sunny spacious,2002-04-07,house_images/img_1211.png
893,135959.95558125054,7,1,0.6850853720125745,C,Excellent,near school central cozy quiet near school luxury renovated beautiful view beautiful view,2002-06-08,house_images/img_1212.png
7919,83866.049562796,4,0,0.12119270478432072,A,Poor,modern central luxury luxury big kitchen renovated modern beautiful view luxury,2012-12-31,house_images/img_1213.png
5915,132358.23398561796,5,0,1.4726440719776168,A,Fair,garden renovated renovated near school central big kitchen quiet near school beautiful view near school near school beautiful view,2006-09-21,house_images/img_1214.png
1247,185375.77372928287,6,0,0.142359242935861,D,Fair,garage big kitchen renovated sunny near school spacious big kitchen bright luxury central,2006-05-22,house_images/img_1215.png
429,100520.8589709099,5,1,0.4353148096251014,D,Excellent,luxury modern luxury bright sunny sunny spacious quiet garage,2016-06-22,house_images/img_1216.png
5704,100853.52972807514,1,1,1.0010109200318376,D,Excellent,garage renovated luxury cozy cozy renovated modern sunny modern,2013-07-17,house_images/img_1217.png
5313,193279.7578292714,9,0,-0.38647913787425997,B,Good,cozy near school quiet big kitchen renovated spacious quiet spacious beautiful view,2000-04-20,house_images/img_1218.png
1595,158843.35774941882,2,0,-2.0758343974058975,D,Excellent,quiet beautiful view sunny luxury quiet,2012-11-28,house_images/img_1219.png
15065,165445.72885683744,9,0,-0.43508022533001894,C,Good,garden bright quiet near school luxury bright,2002-03-03,house_images/img_1220.png
818,111385.48844111412,2,1,0.773000929379386,A,Fair,renovated modern renovated central central bright bright garage near school,2016-12-15,house_images/img_1221.png
2831,145045.0471126272,9,1,0.7025508977181786,C,Fair,garage beautiful view modern luxury renovated spacious garden garden central renovated,2014-05-20,house_images/img_1222.png
14377,102527.20201515987,6,0,1.3426701094126017,D,Poor,beautiful view luxury cozy sunny modern luxury modern central,2012-10-27,house_images/img_1223.png
2721,254002.4535405267,9,1,-0.3968310338695123,B,Poor,bright garage beautiful view beautiful view spacious bright renovated,2007-03-28,house_images/img_1224.png
5087,273108.56452300225,6,1,1.5809252429467635,D,Good,luxury big kitchen big kitchen central beautiful view beautiful view renovated,2009-05-07,house_images/img_1225.png
2534,64660.51842019313,6,1,0.18506783045196099,D,Excellent,central bright renovated garage luxury near school spacious near school sunny sunny quiet big kitchen,2018-08-27,house_images/img_1226.png
1602,102257.00395574067,2,1,0.6044131625636804,D,Excellent,garden modern garden garden garage near school beautiful view,2003-08-02,house_images/img_1227.png
20668,77013.45088938391,8,0,0.9036127582943057,D,Poor,garden quiet sunny big kitchen garden garage spacious bright cozy,2016-07-28,house_images/img_1228.png
2632,117593.38146419948,3,0,-1.3816656268936973,D,Fair,central garage central quiet garden spacious big kitchen central quiet luxury luxury central,2017-09-05,house_images/img_1229.png
11226,156104.51269788996,7,1,-1.0048971926269248,A,Good,modern quiet modern cozy big kitchen luxury,2018-06-24,house_images/img_1230.png
1306,78840.12842132528,5,1,-1.0380905170672459,C,Fair,cozy cozy garden renovated big kitchen,2000-10-23,house_images/img_1231.png
1198,102648.93973262639,3,0,1.0722171848488193,B,Fair,quiet modern garden cozy modern near school big kitchen,2004-06-17,house_images/img_1232.png
158,98520.63661118182,1,1,-0.3054566117392283,D,Excellent,luxury luxury luxury central luxury renovated garage sunny cozy sunny,2001-07-22,house_images/img_1233.png
5272,180526.64520043746,8,1,2.0275819733247182,B,Good,central garden spacious modern beautiful view quiet quiet beautiful view central beautiful view luxury,2014-06-19,house_images/img_1234.png
2298,168496.82207676003,3,0,0.0033759748922589858,A,Fair,modern modern garage garage central cozy bright,2013-06-28,house_images/img_1235.png
9988,113451.55803354645,2,1,-1.4713738480815013,C,Poor,quiet sunny garden garage beautiful view quiet quiet,2012-11-18,house_images/img_1236.png
3204,177799.25928812224,1,0,-0.672417510705184,D,Poor,luxury central luxury garage luxury,2011-04-04,house_images/img_1237.png
17240,123829.38351353572,4,1,0.11737636321932753,A,Excellent,luxury luxury renovated bright cozy sunny big kitchen central,2014-12-18,house_images/img_1238.png
1026,142083.82010104196,8,1,0.515189864193479,A,Poor,modern quiet near school quiet sunny near school big kitchen quiet garden,2000-03-12,house_images/img_1239.png
10148,375767.5620388182,3,1,-0.9848377280823737,C,Poor,central beautiful view bright garage luxury luxury central renovated,2011-12-14,house_images/img_1240.png
7493,318134.81736435386,1,0,0.5684807718062709,D,Fair,cozy renovated sunny garage cozy garden beautiful view renovated modern near school quiet,2011-12-31,house_images/img_1241.png
7368,84983.24356727117,4,1,0.8355427570459568,C,Poor,bright cozy beautiful view near school garage modern big kitchen quiet near school spacious beautiful view sunny,2000-03-06,house_images/img_1242.png
9314,246438.12060916895,9,1,-0.6409475995553304,C,Poor,near school renovated central renovated near school garage renovated renovated modern bright spacious,2002-05-29,house_images/img_1243.png
71560,244189.1178570331,1,0,1.9691572120591474,B,Fair,garden bright beautiful view near school sunny garden garage cozy spacious central,2000-03-08,house_images/img_1244.png
4920,91662.47462980679,2,1,-0.5326590233505566,B,Excellent,spacious spacious quiet near school bright big kitchen garden,2003-05-01,house_images/img_1245.png
703,245091.97368515865,9,1,-0.9998780742155432,C,Excellent,sunny cozy near school luxury luxury quiet quiet modern near school modern quiet,2008-04-15,house_images/img_1246.png
165,351149.0159453294,2,1,-1.5292225147265408,B,Good,big kitchen luxury luxury garage quiet sunny quiet beautiful view cozy central,2015-01-20,house_images/img_1247.png
12681,92848.79575231054,3,0,1.2206406986921627,A,Poor,garden beautiful view quiet central modern garden luxury luxury quiet,2013-11-17,house_images/img_1248.png
4794,102872.80379789391,7,1,0.022882877345902938,C,Fair,beautiful view modern central cozy garden spacious renovated near school modern bright garage,2008-11-13,house_images/img_1249.png
7961,270717.39515058167,3,1,-0.4792859894643896,D,Good,cozy cozy central cozy cozy beautiful view quiet cozy renovated garage garden big kitchen,2009-07-12,house_images/img_1250.png
3284,186418.17007254437,9,1,-1.4741384354318272,D,Excellent,modern modern quiet quiet bright beautiful view beautiful view renovated sunny near school luxury,2001-05-22,house_images/img_1251.png
623,214429.89575627143,6,1,-0.3892509235669636,A,Excellent,garage spacious garden luxury bright bright,2010-03-03,house_images/img_1252.png
668,192970.88627655126,3,0,2.3814453876761115,D,Fair,bright garden renovated bright big kitchen modern,2007-11-24,house_images/img_1253.png
5784,197866.52386572646,9,0,-2.1444875037611175,D,Good,sunny modern near school central central,2003-01-30,house_images/img_1254.png
2813,83848.25330472492,1,0,-0.63165840103255,C,Good,luxury central renovated sunny quiet quiet quiet,2002-06-04,house_images/img_1255.png
1118,274761.53453418857,3,0,1.7927839700422104,A,Fair,bright beautiful view sunny garage central cozy beautiful view quiet renovated garden,2007-10-12,house_images/img_1256.png
3382,292083.49910558574,1,0,1.2489730470695228,C,Fair,garden cozy big kitchen garage beautiful view beautiful view garage,2010-08-13,house_images/img_1257.png
331,145118.31119280902,2,1,-0.5706256682812815,A,Good,renovated big kitchen sunny near school quiet sunny renovated beautiful view garden cozy sunny,2017-12-22,house_images/img_1258.png
4361,159254.92912792347,8,0,0.20359509693530592,C,Excellent,spacious garage near school quiet renovated spacious luxury spacious garage,2016-08-27,house_images/img_1259.png
1566,75693.39995148809,7,1,0.46293740469440936,C,Poor,sunny central sunny modern modern,2013-05-02,house_images/img_1260.png
7986,210476.09821996262,2,1,0.13383858180726743,B,Excellent,quiet sunny cozy quiet garden garden luxury central beautiful view luxury,2006-11-30,house_images/img_1261.png
1857,216647.8971379309,2,0,1.7844502096091759,D,Fair,spacious bright renovated bright sunny near school,2002-07-14,house_images/img_1262.png
3036,157771.7254214151,9,1,0.3397542054579532,A,Good,quiet garage bright modern garden,2011-07-17,house_images/img_1263.png
58,285551.2152583385,6,0,1.1355162909630376,D,Good,near school garden garage cozy cozy cozy spacious renovated cozy central cozy,2005-04-22,house_images/img_1264.png
376,137717.7231019905,5,1,0.18159876909561548,B,Poor,bright bright cozy central bright bright bright central beautiful view near school central luxury,2010-06-11,house_images/img_1265.png
2491,215842.2213299167,6,0,-2.0323888127264653,A,Good,beautiful view big kitchen sunny sunny central near school big kitchen,2009-03-16,house_images/img_1266.png
3269,97749.93673683917,9,1,-1.1924127533564834,B,Poor,modern big kitchen bright modern central,2012-07-19,house_images/img_1267.png
4581,160849.41963747173,7,0,-0.9848778493060248,D,Excellent,central garden garden cozy luxury beautiful view,2008-11-06,house_images/img_1268.png
1724,149167.1653345973,9,0,-0.24928585727600588,C,Excellent,garage big kitchen garage garden sunny bright garage central modern big kitchen modern spacious,2010-04-02,house_images/img_1269.png
5936,182162.4155091389,4,1,2.078414239014391,B,Good,renovated luxury near school luxury modern cozy cozy,2017-01-12,house_images/img_1270.png
9834,135298.2034206549,2,1,0.36241146287545145,B,Good,central bright modern modern near school quiet garage,2009-06-27,house_images/img_1271.png
7567,152399.96646125696,8,1,-0.10578810206476519,C,Fair,garden luxury central renovated bright garden quiet near school beautiful view luxury garden,2001-03-16,house_images/img_1272.png
202,245984.44611007333,4,1,1.2385579961556479,D,Fair,beautiful view beautiful view bright big kitchen quiet modern big kitchen quiet garden central,2009-11-20,house_images/img_1273.png
3274,130825.26820990352,9,0,-1.4518836755017483,B,Good,near school quiet cozy renovated modern cozy central spacious,2001-04-06,house_images/img_1274.png
554,72890.34369570365,4,0,-0.4896951701482387,D,Good,garage modern big kitchen bright central garden quiet sunny,2001-09-03,house_images/img_1275.png
1385,390347.22874119756,8,1,-0.6373286539400408,C,Excellent,garden central modern quiet modern renovated luxury,2014-10-27,house_images/img_1276.png
21585,324722.7561806544,9,0,0.398041559468138,A,Good,garage quiet garage modern central,2009-07-03,house_images/img_1277.png
768,85294.7899470402,9,0,0.8958362923539669,B,Fair,central cozy garage bright quiet bright beautiful view beautiful view sunny cozy,2015-10-04,house_images/img_1278.png
3454,229774.55294934183,4,1,0.4714855520272297,D,Excellent,beautiful view near school near school luxury beautiful view cozy central garden,2013-09-21,house_images/img_1279.png
4813,126565.1677683473,1,0,0.4873164832189117,C,Poor,quiet garage quiet garden cozy beautiful view garage quiet garage renovated bright modern,2008-08-29,house_images/img_1280.png
6061,185673.23519128474,3,0,-0.3611091192179459,C,Fair,quiet big kitchen central big kitchen renovated big kitchen renovated renovated quiet,2018-06-27,house_images/img_1281.png
4100,188548.78608511458,9,1,0.3207598581161397,B,Fair,garage central renovated garage beautiful view luxury modern modern quiet cozy garage garage,2000-01-06,house_images/img_1282.png
49,144754.73404026648,4,1,-0.8398378707803901,A,Excellent,cozy cozy near school renovated garage garden bright renovated garage renovated beautiful view garage,2013-01-28,house_images/img_1283.png
1976,109986.96823954817,5,1,0.6741389350077995,B,Poor,luxury big kitchen quiet spacious luxury sunny quiet spacious,2017-07-24,house_images/img_1284.png
3646,115235.0775874381,7,0,-0.5006030046633207,D,Fair,garden central modern spacious big kitchen garage,2015-09-18,house_images/img_1285.png
459,102940.25416459184,5,0,-1.121509560300374,C,Good,sunny spacious luxury near school sunny renovated garden big kitchen bright garden near school modern,2010-11-14,house_images/img_1286.png
2158,107375.66965682215,4,0,0.03781943583208506,A,Fair,luxury beautiful view beautiful view modern spacious garden,2007-10-29,house_images/img_1287.png
168,157378.79020670336,2,1,-1.9131161643446881,D,Excellent,garden cozy big kitchen spacious spacious central,2007-02-19,house_images/img_1288.png
409,113791.14724721067,2,1,1.4743700719960071,B,Excellent,near school cozy cozy sunny quiet renovated bright garden modern garage garage,2000-04-08,house_images/img_1289.png
2528,228896.68713496625,4,1,0.7970989969116988,C,Excellent,renovated spacious luxury modern beautiful view garden beautiful view modern bright luxury cozy bright,2001-06-09,house_images/img_1290.png
711,342361.70621434064,9,1,0.33696985024780257,B,Fair,bright beautiful view beautiful view quiet big kitchen luxury garage garden,2017-05-08,house_images/img_1291.png
4191,121780.23895115542,8,0,-1.6236847453947503,A,Poor,bright quiet modern luxury near school modern,2003-03-26,house_images/img_1292.png
5847,183450.88431996884,3,0,-0.7001901830734147,A,Good,sunny beautiful view spacious bright garden,2004-08-16,house_images/img_1293.png
8061,208948.3884324108,9,0,0.040558434871852025,A,Excellent,garden sunny luxury beautiful view modern modern big kitchen spacious quiet big kitchen quiet,2003-02-12,house_images/img_1294.png
1116,206076.16974235198,5,0,-0.26310477102520746,A,Poor,garden quiet quiet garage central bright garage cozy modern renovated,2012-04-18,house_images/img_1295.png
916,169054.7040206573,3,1,-1.6885649654474726,A,Good,central luxury spacious near school sunny big kitchen cozy,2013-04-27,house_images/img_1296.png
552,235941.98067365735,5,1,-1.3164290055361412,B,Excellent,spacious spacious beautiful view quiet beautiful view bright near school,2016-03-19,house_images/img_1297.png
5058,207134.67743984555,4,1,-0.2830943969135784,A,Good,bright quiet garden luxury central bright beautiful view renovated,2008-05-29,house_images/img_1298.png
6128,87655.42557029857,8,0,-1.2832893985838325,A,Good,luxury modern luxury luxury garden big kitchen bright garage central,2015-06-12,house_images/img_1299.png
160,251344.05892884318,5,0,1.3713873238832617,C,Poor,big kitchen near school garage bright near school garden renovated beautiful view modern,2008-01-06,house_images/img_1300.png
13760,253633.4563802439,8,1,0.4945383594058324,A,Good,spacious quiet sunny central garden beautiful view bright big kitchen sunny,2007-08-24,house_images/img_1301.png
266,111118.99664454344,9,1,-0.8034641092390311,C,Excellent,quiet luxury modern quiet bright,2013-01-30,house_images/img_1302.png
3896,165871.5408936293,4,1,1.1691548280157134,C,Poor,bright quiet modern garage big kitchen quiet spacious renovated,2015-06-23,house_images/img_1303.png
6173,229042.87598940197,7,1,0.9677065886736894,C,Fair,big kitchen bright beautiful view big kitchen luxury central sunny,2000-01-15,house_images/img_1304.png
10238,146582.41224740233,2,1,0.2889583563869195,B,Fair,spacious bright renovated central beautiful view,2006-08-12,house_images/img_1305.png
6260,278309.4836150818,6,1,-0.039586233463954165,B,Poor,garden spacious bright near school modern big kitchen beautiful view,2007-05-09,house_images/img_1306.png
8090,530691.550523868,8,1,-0.2984738082298396,D,Fair,beautiful view garage garage big kitchen cozy modern renovated quiet near school spacious modern sunny,2007-12-10,house_images/img_1307.png
2073,109864.9302743252,7,0,-0.5399387077816568,D,Good,garage garage cozy quiet garden near school big kitchen near school luxury sunny,2003-05-21,house_images/img_1308.png
8432,81591.28211535531,7,1,-1.3367919192078537,C,Excellent,bright bright near school central garage modern big kitchen beautiful view garden big kitchen garden beautiful view,2018-09-26,house_images/img_1309.png
417,189455.47165184977,8,1,1.5283287550979996,B,Good,big kitchen cozy cozy modern spacious beautiful view beautiful view modern,2011-03-24,house_images/img_1310.png
11260,233463.55267106034,7,1,-0.5205132187712167,A,Poor,modern cozy central spacious luxury bright modern cozy luxury bright sunny renovated,2017-06-14,house_images/img_1311.png
3965,145011.28023160945,5,1,0.028200609712332965,D,Excellent,beautiful view bright garden cozy luxury bright quiet near school bright quiet garden,2016-06-09,house_images/img_1312.png
8499,336593.1909611064,7,1,-0.9102478563006189,B,Poor,luxury bright cozy modern garden central renovated central garden bright,2015-02-12,house_images/img_1313.png
3010,83341.0996920507,3,1,-0.2594505166093298,A,Poor,near school garage beautiful view central spacious renovated luxury renovated,2008-10-25,house_images/img_1314.png
5158,230143.73132190955,5,1,2.8507774238697423,A,Poor,beautiful view big kitchen quiet luxury quiet garage central,2004-05-26,house_images/img_1315.png
3736,120218.90756911761,7,1,-0.7259979037452272,B,Good,luxury bright garage garage garage quiet luxury big kitchen,2009-10-03,house_images/img_1316.png
6576,384496.1108697687,9,0,1.4485957745415514,D,Excellent,spacious cozy modern garage big kitchen,2009-01-10,house_images/img_1317.png
425,440760.8321478846,2,1,-0.02780551715389908,B,Excellent,central garage sunny cozy big kitchen near school luxury,2007-03-18,house_images/img_1318.png
311,110931.89196895165,4,0,0.6799384634946456,D,Excellent,quiet beautiful view central cozy spacious quiet beautiful view,2010-08-26,house_images/img_1319.png
1419,123651.37982993756,7,1,1.2445802553962517,C,Good,garage central near school garage spacious,2011-09-04,house_images/img_1320.png
869,250144.47839331423,1,1,0.2722673844059976,B,Fair,central sunny modern central garage luxury luxury big kitchen garden,2007-09-09,house_images/img_1321.png
10270,134112.5531300508,2,1,-0.35170715638029,B,Good,luxury near school bright big kitchen central,2002-03-02,house_images/img_1322.png
1237,159100.98271727827,9,1,-0.18609097828243942,D,Good,cozy modern bright luxury beautiful view spacious garden spacious quiet garden cozy,2002-09-26,house_images/img_1323.png
18620,164834.00402412648,7,0,-0.15242848164633793,D,Poor,quiet quiet garden big kitchen beautiful view spacious cozy garage modern beautiful view bright,2000-05-31,house_images/img_1324.png
2054,62327.83669402762,7,0,1.8643705569154128,B,Excellent,big kitchen quiet central spacious sunny spacious beautiful view bright renovated bright garage,2008-05-21,house_images/img_1325.png
1005,161632.59831187394,6,0,-1.4841257771603906,A,Excellent,garden bright quiet garage modern,2017-06-07,house_images/img_1326.png
7796,115281.9462073392,3,0,-1.7707269577927929,A,Fair,spacious near school big kitchen modern modern quiet near school central modern bright,2012-08-04,house_images/img_1327.png
5375,127190.1625940234,3,0,-1.7040529171977674,A,Fair,big kitchen quiet cozy garage big kitchen big kitchen near school,2015-07-10,house_images/img_1328.png
3447,334976.614776873,2,1,-0.893931433572423,C,Poor,central spacious beautiful view bright modern quiet modern,2005-09-22,house_images/img_1329.png
4052,86833.39423416689,6,1,0.7000830771983623,C,Excellent,spacious modern cozy garden big kitchen near school luxury garage luxury,2018-09-23,house_images/img_1330.png
6350,244410.04189216899,4,0,0.7614192924041975,D,Fair,beautiful view spacious modern spacious central big kitchen bright big kitchen garden cozy spacious quiet,2012-08-04,house_images/img_1331.png
1296,141565.60594003994,5,0,-0.6075026414067075,C,Fair,beautiful view renovated renovated sunny cozy garage quiet luxury garage bright big kitchen,2011-03-06,house_images/img_1332.png
